dtxsid,measurement,observation,sample,sampleType,substanceName,unit,value
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234120601.AAWH.20230718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234120601.20230718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234120601.20230718>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.113
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233749701.AAWH.20230627.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233749701.20230627.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233749701.20230627>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.114
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L226443501.AAWH.20221115.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL226443501.20221115.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL226443501.20221115>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.115
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561213.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561213.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561213.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.115
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236612502.AAWH.20231106.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236612502.20231106.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236612502.20231106>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.115
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223755902.AAWH.20220714.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223755902.20220714.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223755902.20220714>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.116
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234120603.AAWH.20230718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234120603.20230718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234120603.20230718>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.116
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061709.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061709.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061709.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.119
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061709.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061709.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061709.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.119
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222461503.AAWH.20220510.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222461503.20220510.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222461503.20220510>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.12
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L226311704.AAWH.20221109.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL226311704.20221109.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL226311704.20221109>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.12
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.H8005FS.BNO.20200728.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.BNOH8005FS.20200728.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.BNOH8005FS.20200728>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.12
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L226442805.AAWH.20221115.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL226442805.20221115.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL226442805.20221115>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.121
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115211R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115211R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115211R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.122
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222262401.AAWH.20220429.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222262401.20220429.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222262401.20220429>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.122
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L225228901.AAWH.20220921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL225228901.20220921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL225228901.20220921>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.123
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234120605.AAWH.20230718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234120605.20230718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234120605.20230718>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.123
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234056603.AAWH.20230712.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234056603.20230712.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234056603.20230712>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.123
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236408402.AAWH.20230922.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236408402.20230922.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236408402.20230922>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.124
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204765605R.AAWH.20201029.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204765605R.20201029.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204765605R.20201029>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.124
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115218R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115218R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115218R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.126
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234056602.AAWH.20230712.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234056602.20230712.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234056602.20230712>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.126
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L226311705.AAWH.20221109.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL226311705.20221109.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL226311705.20221109>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.127
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233624801.AAWH.20230622.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233624801.20230622.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233624801.20230622>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.129
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.H8003FS.BNO.20200728.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.BNOH8003FS.20200728.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.BNOH8003FS.20200728>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.13
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222370001.AAWH.20220503.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222370001.20220503.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222370001.20220503>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.131
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222262404.AAWH.20220429.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222262404.20220429.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222262404.20220429>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.131
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224989302.AAWH.20220913.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224989302.20220913.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224989302.20220913>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.133
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L202009806.AAWH.20200513.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL202009806.20200513.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL202009806.20200513>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.136
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561211.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561211.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561211.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.137
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233450903.AAWH.20230613.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233450903.20230613.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233450903.20230613>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.138
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234120602.AAWH.20230718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234120602.20230718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234120602.20230718>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.138
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.22J130504.CAL.20221003.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.CAL22J130504.20221003.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.CAL22J130504.20221003>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.14
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.3204643314.TA.20181219.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.TA3204643314.20181219.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.TA3204643314.20181219>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.14
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224056905.AAWH.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224056905.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224056905.20220726>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.14
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233450503.AAWH.20230612.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233450503.20230612.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233450503.20230612>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.141
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115204R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115204R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115204R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.141
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204764301.AAWH.20201029.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204764301.20201029.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204764301.20201029>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.141
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236408409.AAWH.20231025.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236408409.20231025.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236408409.20231025>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.142
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115201R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115201R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115201R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.143
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561206.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561206.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561206.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.144
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234936703.AAWH.20230823.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234936703.20230823.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234936703.20230823>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.145
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204765604R.AAWH.20201029.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204765604R.20201029.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204765604R.20201029>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.146
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224074701.AAWH.20220728.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224074701.20220728.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224074701.20220728>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.146
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L213584002.AAWH.20210629.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL213584002.20210629.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL213584002.20210629>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.146
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236019601.AAWH.20231011.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236019601.20231011.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236019601.20231011>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.15
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236612510.AAWH.20231106.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236612510.20231106.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236612510.20231106>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.15
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.G0339FS.BNO.20200914.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.BNOG0339FS.20200914.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.BNOG0339FS.20200914>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.15
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222131513.AAWH.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222131513.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222131513.20220422>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.152
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115209R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115209R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115209R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.154
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115203R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115203R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115203R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.154
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222370008.AAWH.20220503.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222370008.20220503.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222370008.20220503>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.154
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224099001.AAWH.20220727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224099001.20220727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224099001.20220727>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.155
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L235039204.AAWH.20230829.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL235039204.20230829.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL235039204.20230829>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.155
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234870901.AAWH.20230822.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234870901.20230822.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234870901.20230822>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.155
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115202R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115202R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115202R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.155
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561203.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561203.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561203.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.157
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233749901.AAWH.20230627.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233749901.20230627.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233749901.20230627>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.158
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224056903.AAWH.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224056903.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224056903.20220726>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.158
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224811201.AAWH.20220906.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224811201.20220906.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224811201.20220906>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.16
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234014602.AAWH.20230712.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234014602.20230712.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234014602.20230712>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.16
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222131501.AAWH.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222131501.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222131501.20220422>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.162
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561202.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561202.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561202.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.162
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L235039201.AAWH.20230829.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL235039201.20230829.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL235039201.20230829>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.162
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224056904.AAWH.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224056904.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224056904.20220726>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.163
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561204.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561204.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561204.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.165
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115206R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115206R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115206R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.165
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L225186606.AAWH.20220921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL225186606.20220921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL225186606.20220921>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.166
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236005803.AAWH.20231005.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236005803.20231005.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236005803.20231005>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.167
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L235621801.AAWH.20230922.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL235621801.20230922.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL235621801.20230922>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.168
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.E5124FS.BNO.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.BNOE5124FS.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.BNOE5124FS.20220726>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.169
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L216679205.AAWH.20211203.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL216679205.20211203.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL216679205.20211203>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.169
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222460701.AAWH.20220510.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222460701.20220510.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222460701.20220510>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.169
