observation,feature,sample,property,substance,result,value,unit,sampleMaterialType,samplePoint
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.375951,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFNA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.375951,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.376067,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFTEA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.376067,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.376067,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFTEA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.376067,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.39108344,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.8-2_FTS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.39108344,1.86,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.39108344,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.8-2_FTS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.39108344,1.86,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.68259121,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFNS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.68259121,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.68259121,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFNS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.68259121,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.72629948,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFTRIA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.72629948,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.72629948,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFTRIA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.72629948,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.754916,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFOSA,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.754916,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.754916,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFOSA,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.754916,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL217134101.20211228.113507827,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.151929,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL217134101.20211228,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFEES_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L217134101.AA.20211228.113507827,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.GW,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.151929
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL217134101.20211228.13252136,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.151929,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL217134101.20211228,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.HFPO-DA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L217134101.AA.20211228.13252136,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.GW,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.151929
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL217134101.20211228.151772586,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.151929,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL217134101.20211228,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFDH_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L217134101.AA.20211228.151772586,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.GW,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.151929
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL217134101.20211228.1763231,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.151929,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL217134101.20211228,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFOS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L217134101.AA.20211228.1763231,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.GW,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.151929
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL217134101.20211228.2058948,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.151929,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL217134101.20211228,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFUNDA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L217134101.AA.20211228.2058948,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.GW,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.151929
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL217134101.20211228.2706903,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.151929,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL217134101.20211228,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFPEA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L217134101.AA.20211228.2706903,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.GW,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.151929
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL217134101.20211228.2706914,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.151929,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL217134101.20211228,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFPES_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L217134101.AA.20211228.2706914,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.GW,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.151929
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL217134101.20211228.27619972,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.151929,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL217134101.20211228,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.6-2_FTS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L217134101.AA.20211228.27619972,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.GW,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.151929
